time,frequency
1603505050.85,20.589793252
1603505054.74,20.3700162586
1603505074.6,16.8725781765
1603505081.42,22.2885351965
1603505088.99,20.1423181859
1603505107.45,16.4116456641
1603505096.83,22.8502966959
1603505117.9,20.9201418005
1603505129.55,18.3273964186
1603505141.11,19.476611995
1603505182.28,22.1395326264
1603505247.34,23.8427084578
1603505241.45,22.9615872596
1603505238.3,20.8096181794
1603505218.27,16.7937388722
1603505254.9,23.8596530963
1603505260.32,16.9292959796
1603505264.03,24.0290994805
1603505271.96,24.7068850176
1603505281.32,20.3860022187
1603505284.48,20.5046146877
1603505303.49,18.013752839
1603505313.62,21.2618626699
